metric,scope,mean,std,seed_3
A30_vol_path_rmse,per-asset-mean,0.04986734,0.0,0.049867337691912816
A31_rolling_vol_ks,per-asset-mean,0.16566529,0.0,0.16566529312754066
A32_vol_of_vol_error,per-asset-mean,6.67e-05,0.0,6.670468580058947e-05
B_log_ret_hist_funct,per-asset-mean,114087.16774994,0.0,114087.1677499373
B_log_ret_hist_der,per-asset-mean,234079.02720534,0.0,234079.0272053358
B_log_ret_hist_sec_der,per-asset-mean,728333.70753686,0.0,728333.7075368625
B_log_ret_hist_funct_pct,per-asset-mean,170426729.35351774,0.0,170426729.35351774
B_log_ret_hist_der_pct,per-asset-mean,173.03616308,0.0,173.03616307841028
B_log_ret_hist_sec_der_pct,per-asset-mean,172504.04600897,0.0,172504.04600896884
B_log_ret_hist_funct_nrmse,per-asset-mean,8.11174305,0.0,8.111743045202475
B_log_ret_hist_der_nrmse,per-asset-mean,14.11081466,0.0,14.110814658506676
B_log_ret_hist_sec_der_nrmse,per-asset-mean,13.91399104,0.0,13.913991038970124
B_log_ret_hist_funct_cvar90,per-asset-mean,15.69236971,0.0,15.69236971066636
B_log_ret_hist_funct_cvar95,per-asset-mean,25.0437997,0.0,25.043799702251086
B_qq_plot_funct,per-asset-mean,1e-08,0.0,1.4958634543637443e-08
B_qq_plot_der,per-asset-mean,0.0,0.0,1.3407076080076171e-09
B_qq_plot_sec_der,per-asset-mean,0.0,0.0,1.0901249903808723e-09
B_qq_plot_funct_pct,per-asset-mean,1041.5603177,0.0,1041.560317699117
B_qq_plot_der_pct,per-asset-mean,206.76939562,0.0,206.76939562475707
B_qq_plot_sec_der_pct,per-asset-mean,62.00228006,0.0,62.00228006081642
B_qq_plot_funct_nrmse,per-asset-mean,5.02929303,0.0,5.0292930263245115
B_qq_plot_der_nrmse,per-asset-mean,4.92321312,0.0,4.923213122364381
B_qq_plot_sec_der_nrmse,per-asset-mean,7.40469433,0.0,7.4046943254895385
B_qq_plot_funct_cvar90,per-asset-mean,4.69751755,0.0,4.697517546660299
B_qq_plot_funct_cvar95,per-asset-mean,5.73154982,0.0,5.731549821563546
B_acf_abs_r_funct,per-asset-mean,0.00102315,0.0,0.0010231495368516455
B_acf_abs_r_der,per-asset-mean,0.00015056,0.0,0.00015055632222134464
B_acf_abs_r_sec_der,per-asset-mean,0.00053091,0.0,0.0005309063886573857
B_acf_abs_r_funct_pct,per-asset-mean,850.75425794,0.0,850.7542579437952
B_acf_abs_r_der_pct,per-asset-mean,108.37610476,0.0,108.37610476462544
B_acf_abs_r_sec_der_pct,per-asset-mean,99.89850143,0.0,99.89850142784377
B_acf_abs_r_funct_nrmse,per-asset-mean,43.86858056,0.0,43.86858056126115
B_acf_abs_r_der_nrmse,per-asset-mean,52.92791726,0.0,52.92791725928875
B_acf_abs_r_sec_der_nrmse,per-asset-mean,114.47523163,0.0,114.47523162710479
B_acf_abs_r_funct_cvar90,per-asset-mean,56.9484522,0.0,56.94845220410603
B_acf_abs_r_funct_cvar95,per-asset-mean,59.70665378,0.0,59.70665377709013
B_acf_sq_r_funct,per-asset-mean,0.00085163,0.0,0.0008516289720419545
B_acf_sq_r_der,per-asset-mean,8.129e-05,0.0,8.128881416181926e-05
B_acf_sq_r_sec_der,per-asset-mean,0.0002798,0.0,0.00027979895961137365
B_acf_sq_r_funct_pct,per-asset-mean,2884.69281058,0.0,2884.6928105804027
B_acf_sq_r_der_pct,per-asset-mean,143.85601062,0.0,143.85601061708556
B_acf_sq_r_sec_der_pct,per-asset-mean,95.63143809,0.0,95.6314380897989
B_acf_sq_r_funct_nrmse,per-asset-mean,47.99110067,0.0,47.99110066780817
B_acf_sq_r_der_nrmse,per-asset-mean,45.12023942,0.0,45.12023942411541
B_acf_sq_r_sec_der_nrmse,per-asset-mean,93.46362675,0.0,93.46362675187828
B_acf_sq_r_funct_cvar90,per-asset-mean,62.67035944,0.0,62.670359440133936
B_acf_sq_r_funct_cvar95,per-asset-mean,64.63150267,0.0,64.6315026687232
B_roll_vol_hist_funct,per-asset-mean,154475.64238276,0.0,154475.64238276196
B_roll_vol_hist_der,per-asset-mean,9452.40375719,0.0,9452.403757187429
B_roll_vol_hist_sec_der,per-asset-mean,11627.9842998,0.0,11627.98429980229
B_roll_vol_hist_funct_pct,per-asset-mean,41.8241765,0.0,41.82417650336833
B_roll_vol_hist_der_pct,per-asset-mean,1128488.73230854,0.0,1128488.7323085393
B_roll_vol_hist_sec_der_pct,per-asset-mean,696234.01872257,0.0,696234.0187225743
B_roll_vol_hist_funct_nrmse,per-asset-mean,14.93845582,0.0,14.938455816996315
B_roll_vol_hist_der_nrmse,per-asset-mean,18.17302144,0.0,18.17302143587909
B_roll_vol_hist_sec_der_nrmse,per-asset-mean,23.29823779,0.0,23.298237793809967
B_roll_vol_hist_funct_cvar90,per-asset-mean,38.24880792,0.0,38.24880792117027
B_roll_vol_hist_funct_cvar95,per-asset-mean,45.02970855,0.0,45.02970855412525
B_tail_surv_funct,per-asset-mean,0.01536495,0.0,0.015364950807379239
B_tail_surv_der,per-asset-mean,0.00010773,0.0,0.00010772640309263931
B_tail_surv_sec_der,per-asset-mean,0.00018061,0.0,0.00018061441417496055
B_tail_surv_funct_pct,per-asset-mean,23.83340466,0.0,23.833404657034215
B_tail_surv_der_pct,per-asset-mean,56.61326432,0.0,56.613264315312584
B_tail_surv_sec_der_pct,per-asset-mean,79788.49672698,0.0,79788.49672698234
B_tail_surv_funct_nrmse,per-asset-mean,13.84957837,0.0,13.849578365747465
B_tail_surv_der_nrmse,per-asset-mean,82.50848634,0.0,82.50848634445347
B_tail_surv_sec_der_nrmse,per-asset-mean,147.91604339,0.0,147.9160433889679
B_tail_surv_funct_cvar90,per-asset-mean,20.95068949,0.0,20.950689488046635
B_tail_surv_funct_cvar95,per-asset-mean,21.02945211,0.0,21.02945211487581
grid_tvd,per-asset-mean,5.85387548,0.0,5.8538754781087246
A19_pred_score_gru,per-asset-mean,0.00359538,0.0,0.0035953750000000005
A19_pred_score_mlp,per-asset-mean,0.00374338,0.0,0.003743375
