step,phase,loss_total,discrepancy_objective,complete_objective,running_cost,grad_norm,mmd_observed_path,mmd_increments,mmd_terminal,mmd_global_rv,mmd_abs_return_acf,mmd_squared_return_acf
1000,source,323.3231506347656,1.6112737655639648,1.6131346572656184,0.0018608917016535997,16.97406304502617,7.677078247070312e-05,7.748603820800781e-06,0.00016045570373535156,0.0037653446197509766,0.002389669418334961,0.0037217140197753906
1100,source,214.9005584716797,1.4565069675445557,1.459879816742614,0.0033728491980582476,8.378136014326397,0.0004388093948364258,6.794929504394531e-06,0.00042808055877685547,0.001466512680053711,0.002198457717895508,0.0034952163696289062
1200,source,717.8987426757812,1.770614504814148,1.7728007091209292,0.002186204306781292,2.867916675305025,0.0002586841583251953,7.152557373046875e-06,0.0014268159866333008,0.00022649765014648438,0.002222776412963867,0.0035659074783325195
1300,source,539.4581298828125,1.5644712448120117,1.5669550164602697,0.002483771648257971,7.519987236787335,0.0003083944320678711,8.58306884765625e-06,0.0014171600341796875,0.0008625984191894531,0.0022153854370117188,0.003316044807434082
1400,source,450.07354736328125,1.5213960409164429,1.5239973759744316,0.002601335057988763,20.359642662892995,0.00011205673217773438,7.152557373046875e-06,0.0005595684051513672,0.002129197120666504,0.002040863037109375,0.0032387971878051758
1500,source,393.6878662109375,1.45973539352417,1.4614119228208438,0.0016765292966738343,2.606758790944256,0.00043189525604248047,7.748603820800781e-06,0.0005087852478027344,0.0008230209350585938,0.0021715164184570312,0.003734409809112549
1600,source,395.3059997558594,1.5486276149749756,1.551288499031216,0.00266088405624032,14.758459099992411,0.0001443624496459961,7.748603820800781e-06,0.0004979372024536133,0.0024570226669311523,0.0019807815551757812,0.0034090280532836914
1700,source,301.2387390136719,1.445626974105835,1.4478353783488274,0.002208404242992401,11.136725289072922,0.00017392635345458984,7.152557373046875e-06,0.00021135807037353516,0.0019551515579223633,0.0022957324981689453,0.004529774188995361
1800,source,595.938720703125,1.7242480516433716,1.7270433672238141,0.002795315580442548,6.491184529548783,0.00029158592224121094,8.940696716308594e-06,0.0009174346923828125,0.0015975236892700195,0.0019426345825195312,0.005200386047363281
1900,source,486.3216857910156,1.655046820640564,1.6570582608692348,0.0020114402286708355,29.961494689793533,0.0002827644348144531,9.298324584960938e-06,0.0002808570861816406,0.0032557249069213867,0.0020911693572998047,0.0037644505500793457
2000,source,706.7783203125,1.7980260848999023,1.8015797301195562,0.003553645219653845,22.28510848298499,0.00029969215393066406,7.62939453125e-06,0.0008851289749145508,0.002757549285888672,0.0022449493408203125,0.0054885149002075195
2100,source,210.49366760253906,1.3704760074615479,1.372419165680185,0.0019431582186371088,15.199947841650479,8.153915405273438e-05,8.821487426757812e-06,0.00017642974853515625,0.001815199851989746,0.0022466182708740234,0.003790915012359619
2200,source,2352.5537109375,3.8549396991729736,3.858381768455729,0.0034420692827552557,54.60822159472755,0.0007410049438476562,5.841255187988281e-06,0.0021086931228637695,0.012985944747924805,0.0022124052047729492,0.005842864513397217
2300,source,167.72433471679688,1.4260740280151367,1.4278934533940628,0.0018194253789260983,5.705451944269771,0.00019538402557373047,6.794929504394531e-06,6.842613220214844e-05,0.0023947954177856445,0.002292037010192871,0.004735827445983887
2400,source,675.832275390625,1.8490959405899048,1.8508461728924885,0.001750232302583754,36.64531767854917,0.0006711483001708984,7.867813110351562e-06,0.0005637407302856445,0.0033072233200073242,0.002330303192138672,0.004211902618408203
2500,source,502.53289794921875,1.6369439363479614,1.6393333442974836,0.0023894079495221376,26.693703269892474,0.00011789798736572266,6.198883056640625e-06,0.0001245737075805664,0.0033740997314453125,0.002087831497192383,0.0038494467735290527
2600,source,886.4095458984375,1.913144588470459,1.9156287494115531,0.00248416094109416,37.85547717886219,0.0002955198287963867,6.9141387939453125e-06,0.00030159950256347656,0.003408670425415039,0.0022684335708618164,0.0036535263061523438
2700,source,514.2950439453125,1.6867432594299316,1.6893549987580627,0.0026117393281310797,26.83191383992552,0.0002181529998779297,7.3909759521484375e-06,0.000583648681640625,0.0030164718627929688,0.0021941661834716797,0.0036596059799194336
2800,source,1166.125,2.2910611629486084,2.293186265975237,0.0021251030266284943,18.087586590125312,0.0007826089859008789,8.344650268554688e-06,0.0015447139739990234,0.0028961896896362305,0.0021216869354248047,0.00636446475982666
2900,source,272.99041748046875,1.4684882164001465,1.4702786186244339,0.0017904022242873907,12.530542124758098,6.639957427978516e-05,7.3909759521484375e-06,0.00019037723541259766,0.003340601921081543,0.0023862123489379883,0.003979206085205078
3000,source,168.1314239501953,1.4143239259719849,1.4164084868971258,0.002084560925140977,7.392721949183593,0.0003905296325683594,7.3909759521484375e-06,0.0003129243850708008,0.0011283159255981445,0.002189159393310547,0.0038245320320129395
